datetime,symbol,open,high,low,close,volume
2022-02-06 01:00:00,COINBASE:BTCUSD,41411.59,42719.93,41135.39,42415.16,6447.89943
2022-02-07 01:00:00,COINBASE:BTCUSD,42416.06,44533.0,41678.79,43868.07,20040.51315
2022-02-08 01:00:00,COINBASE:BTCUSD,43868.08,45519.24,42688.0,44085.59,20387.66021
2022-02-09 01:00:00,COINBASE:BTCUSD,44087.58,44865.46,43155.5,44416.35,12785.82602
2022-02-10 01:00:00,COINBASE:BTCUSD,44416.39,45855.0,43210.0,43527.71,20024.53763
2022-02-11 01:00:00,COINBASE:BTCUSD,43521.88,43962.13,42000.0,42386.47,19367.42963
2022-02-12 01:00:00,COINBASE:BTCUSD,42386.47,43050.0,41750.0,42244.97,8664.434
2022-02-13 01:00:00,COINBASE:BTCUSD,42244.91,42781.96,41885.61,42074.99,6208.95528
2022-02-14 01:00:00,COINBASE:BTCUSD,42073.37,42876.15,41570.0,42548.71,14805.99785
2022-02-15 01:00:00,COINBASE:BTCUSD,42548.71,44775.96,42433.28,44583.52,14154.74893
2022-02-16 01:00:00,COINBASE:BTCUSD,44580.73,44585.69,43330.59,43895.56,9663.45469
2022-02-17 01:00:00,COINBASE:BTCUSD,43895.55,44195.62,40099.99,40536.73,18630.12277
2022-02-18 01:00:00,COINBASE:BTCUSD,40537.94,40990.9,39425.07,39983.56,16491.02773
2022-02-19 01:00:00,COINBASE:BTCUSD,39993.64,40469.82,39655.0,40101.94,6277.31635
2022-02-20 01:00:00,COINBASE:BTCUSD,40101.93,40146.07,38000.0,38389.03,10972.33604
2022-02-21 01:00:00,COINBASE:BTCUSD,38395.99,39506.91,36811.0,37023.0,20970.77827
2022-02-22 01:00:00,COINBASE:BTCUSD,37022.11,38469.06,36350.0,38251.48,22767.10214
2022-02-23 01:00:00,COINBASE:BTCUSD,38251.67,39276.85,37055.0,37268.19,15510.12768
2022-02-24 01:00:00,COINBASE:BTCUSD,37268.18,39720.0,34322.0,38347.3,42124.53317
2022-02-25 01:00:00,COINBASE:BTCUSD,38347.3,39716.0,38016.44,39238.48,20761.6836
2022-02-26 01:00:00,COINBASE:BTCUSD,39242.71,40300.5,38592.04,39137.8,8601.68556
2022-02-27 01:00:00,COINBASE:BTCUSD,39146.97,39875.71,37020.0,37717.08,14440.25078
2022-02-28 01:00:00,COINBASE:BTCUSD,37716.57,44240.77,37455.71,43192.66,25699.69871
2022-03-01 01:00:00,COINBASE:BTCUSD,43189.61,44993.12,42850.0,44439.95,22596.97541
2022-03-02 01:00:00,COINBASE:BTCUSD,44440.0,45426.45,43342.16,43912.34,17467.00025
2022-03-03 01:00:00,COINBASE:BTCUSD,43916.47,44096.45,41811.0,42464.41,19278.29672
2022-03-04 01:00:00,COINBASE:BTCUSD,42464.41,42524.87,38577.01,39166.51,24080.62029
2022-03-05 01:00:00,COINBASE:BTCUSD,39166.5,39600.0,38587.27,39402.43,8440.5306
2022-03-06 01:00:00,COINBASE:BTCUSD,39407.87,39730.5,38091.02,38408.38,10099.99985
2022-03-07 01:00:00,COINBASE:BTCUSD,38406.82,39556.58,37161.88,37994.0,19544.29851
2022-03-08 01:00:00,COINBASE:BTCUSD,37991.05,39376.65,37851.54,38749.38,19132.78343
