datetime,symbol,open,high,low,close,volume
2023-03-18 01:00:00,COINBASE:ADAUSD,0.3502,0.3579,0.3359,0.3378,50642692.70999995
2023-03-19 01:00:00,COINBASE:ADAUSD,0.3378,0.3536,0.3376,0.3461,39453660.13000002
2023-03-20 01:00:00,COINBASE:ADAUSD,0.3461,0.3472,0.3317,0.3336,48985462.97000004
2023-03-21 01:00:00,COINBASE:ADAUSD,0.3333,0.3877,0.3305,0.3708,74435189.90000004
2023-03-22 01:00:00,COINBASE:ADAUSD,0.3707,0.3882,0.3499,0.3605,103488613.03000005
2023-03-23 01:00:00,COINBASE:ADAUSD,0.3605,0.3861,0.3544,0.3724,58029751.17999997
2023-03-24 01:00:00,COINBASE:ADAUSD,0.3723,0.3734,0.3556,0.3602,54482221.2100001
2023-03-25 01:00:00,COINBASE:ADAUSD,0.3602,0.3633,0.3491,0.3518,20670350.01
2023-03-26 01:00:00,COINBASE:ADAUSD,0.3517,0.3617,0.349,0.3562,22062490.91999994
2023-03-27 02:00:00,COINBASE:ADAUSD,0.3561,0.3576,0.3369,0.3458,36440893.69000002
2023-03-28 02:00:00,COINBASE:ADAUSD,0.3457,0.3703,0.3429,0.3683,35762127.32999999
2023-03-29 02:00:00,COINBASE:ADAUSD,0.3682,0.3899,0.3667,0.3811,66639110.21000004
2023-03-30 02:00:00,COINBASE:ADAUSD,0.3813,0.389,0.3697,0.3762,52912138.9300001
2023-03-31 02:00:00,COINBASE:ADAUSD,0.3762,0.4093,0.3742,0.3991,65415378.71000003
2023-04-01 02:00:00,COINBASE:ADAUSD,0.399,0.4029,0.3884,0.3921,27000626.36999999
2023-04-02 02:00:00,COINBASE:ADAUSD,0.3922,0.3932,0.3761,0.3818,27353119.87000006
2023-04-03 02:00:00,COINBASE:ADAUSD,0.3816,0.4049,0.3711,0.3871,70703925.87000002
2023-04-04 02:00:00,COINBASE:ADAUSD,0.3874,0.4001,0.3846,0.3897,43921357.06000005
2023-04-05 02:00:00,COINBASE:ADAUSD,0.3897,0.4003,0.387,0.3923,32645693.44999998
2023-04-06 02:00:00,COINBASE:ADAUSD,0.3922,0.3923,0.3766,0.3833,32521500.94999996
2023-04-07 02:00:00,COINBASE:ADAUSD,0.3832,0.3875,0.3761,0.3838,22345697.44999997
2023-04-08 02:00:00,COINBASE:ADAUSD,0.3838,0.3906,0.3807,0.3857,17751666.70000002
2023-04-09 02:00:00,COINBASE:ADAUSD,0.3855,0.3936,0.3845,0.3897,19831195.54
2023-04-10 02:00:00,COINBASE:ADAUSD,0.3897,0.3981,0.385,0.3973,32211265.78999998
2023-04-11 02:00:00,COINBASE:ADAUSD,0.3973,0.4134,0.396,0.4021,63928602.78999994
2023-04-12 02:00:00,COINBASE:ADAUSD,0.402,0.4069,0.3892,0.4051,50601291.44999998
2023-04-13 02:00:00,COINBASE:ADAUSD,0.4051,0.4293,0.4,0.4256,68237633.65000007
2023-04-14 02:00:00,COINBASE:ADAUSD,0.4257,0.4446,0.4234,0.4385,102944924.02999999
2023-04-15 02:00:00,COINBASE:ADAUSD,0.4384,0.4625,0.4315,0.4528,77920909.51
2023-04-16 02:00:00,COINBASE:ADAUSD,0.4528,0.4582,0.4426,0.4516,44067256.25000001
2023-04-17 02:00:00,COINBASE:ADAUSD,0.4514,0.4519,0.4315,0.4345,61663398.21999998
2023-04-18 02:00:00,COINBASE:ADAUSD,0.4345,0.4482,0.428,0.4436,52706940.99000006
2023-04-19 02:00:00,COINBASE:ADAUSD,0.4436,0.4436,0.4076,0.4164,101173120.33999997
2023-04-20 02:00:00,COINBASE:ADAUSD,0.4163,0.4223,0.3956,0.4005,63662178.42999994
2023-04-21 02:00:00,COINBASE:ADAUSD,0.4003,0.4072,0.3789,0.3824,74603456.64000002
2023-04-22 02:00:00,COINBASE:ADAUSD,0.3823,0.399,0.3811,0.3957,24476996.15999998
2023-04-23 02:00:00,COINBASE:ADAUSD,0.3956,0.3958,0.38,0.3889,20787087.76999999
2023-04-24 02:00:00,COINBASE:ADAUSD,0.3887,0.3976,0.3795,0.3837,20855591.58
2023-04-25 02:00:00,COINBASE:ADAUSD,0.3837,0.3954,0.3763,0.3948,27696860.78
2023-04-26 02:00:00,COINBASE:ADAUSD,0.3944,0.4173,0.3782,0.4015,46069451.91000006
2023-04-27 02:00:00,COINBASE:ADAUSD,0.4016,0.4186,0.401,0.4102,31356347.86999996
2023-04-28 02:00:00,COINBASE:ADAUSD,0.41,0.4111,0.3971,0.4045,22942905.20000003
2023-04-29 02:00:00,COINBASE:ADAUSD,0.4048,0.408,0.4,0.4026,13042464.93000001
2023-04-30 02:00:00,COINBASE:ADAUSD,0.4027,0.4152,0.3949,0.3959,17042849.20999999
2023-05-01 02:00:00,COINBASE:ADAUSD,0.396,0.3983,0.3803,0.3868,24888074.03999998
2023-05-02 02:00:00,COINBASE:ADAUSD,0.3867,0.395,0.3814,0.392,23207370.86999999
2023-05-03 02:00:00,COINBASE:ADAUSD,0.392,0.3965,0.3785,0.3942,32746021.28999998
2023-05-04 02:00:00,COINBASE:ADAUSD,0.3942,0.3965,0.3851,0.3876,17069925.73999996
2023-05-05 02:00:00,COINBASE:ADAUSD,0.3874,0.3973,0.3825,0.3947,25320397.19000003
2023-05-06 02:00:00,COINBASE:ADAUSD,0.3947,0.3971,0.3742,0.3797,24887202.23999999
2023-05-07 02:00:00,COINBASE:ADAUSD,0.3796,0.3838,0.3745,0.3765,17430808.20000002
2023-05-08 02:00:00,COINBASE:ADAUSD,0.3765,0.38,0.3539,0.3658,43632205.23000002
2023-05-09 02:00:00,COINBASE:ADAUSD,0.3658,0.3708,0.36,0.3636,28002172.28999995
2023-05-10 02:00:00,COINBASE:ADAUSD,0.3636,0.3735,0.3547,0.3697,60049194.69999999
2023-05-11 02:00:00,COINBASE:ADAUSD,0.3697,0.3699,0.35,0.3602,41880234.94999998
2023-05-12 02:00:00,COINBASE:ADAUSD,0.3602,0.371,0.3535,0.3707,40886216.82000006
2023-05-13 02:00:00,COINBASE:ADAUSD,0.3707,0.3712,0.3625,0.3649,14569384.60000001
2023-05-14 02:00:00,COINBASE:ADAUSD,0.365,0.3732,0.3628,0.3711,13060738.93000001
2023-05-15 02:00:00,COINBASE:ADAUSD,0.3711,0.376,0.366,0.367,22912513.00999998
2023-05-16 02:00:00,COINBASE:ADAUSD,0.367,0.3708,0.3616,0.3683,31829533.37000001
2023-05-17 02:00:00,COINBASE:ADAUSD,0.3683,0.3805,0.3646,0.3757,46707221.17000005
2023-05-18 02:00:00,COINBASE:ADAUSD,0.3757,0.3803,0.3658,0.3714,36024663.27999998
2023-05-19 02:00:00,COINBASE:ADAUSD,0.3715,0.3731,0.3661,0.3683,18267554.43999998
2023-05-20 02:00:00,COINBASE:ADAUSD,0.3682,0.3685,0.3636,0.3665,13629163.77000002
2023-05-21 02:00:00,COINBASE:ADAUSD,0.3663,0.3677,0.3572,0.3604,14976247.57
2023-05-22 02:00:00,COINBASE:ADAUSD,0.3603,0.3742,0.3564,0.3678,25386242.89000001
2023-05-23 02:00:00,COINBASE:ADAUSD,0.3679,0.3755,0.3659,0.3702,21665723.25000002
2023-05-24 02:00:00,COINBASE:ADAUSD,0.3703,0.3706,0.3602,0.364,25955363.85000004
2023-05-25 02:00:00,COINBASE:ADAUSD,0.364,0.3648,0.3551,0.3581,24468470.43
2023-05-26 02:00:00,COINBASE:ADAUSD,0.3581,0.3671,0.3537,0.3629,30096759.26999998
2023-05-27 02:00:00,COINBASE:ADAUSD,0.3629,0.3675,0.3608,0.3668,12828524.43000001
2023-05-28 02:00:00,COINBASE:ADAUSD,0.3669,0.3849,0.3662,0.3827,29802528.36000002
2023-05-29 02:00:00,COINBASE:ADAUSD,0.3829,0.3864,0.3756,0.3788,28352936.3
2023-05-30 02:00:00,COINBASE:ADAUSD,0.3788,0.3834,0.3748,0.378,23710444.11999996
2023-05-31 02:00:00,COINBASE:ADAUSD,0.3779,0.3809,0.3702,0.3744,32073346.25000003
2023-06-01 02:00:00,COINBASE:ADAUSD,0.3744,0.3759,0.361,0.3645,35693037.17999998
2023-06-02 02:00:00,COINBASE:ADAUSD,0.3646,0.3795,0.362,0.3783,24288376.53000002
2023-06-03 02:00:00,COINBASE:ADAUSD,0.3782,0.3783,0.3731,0.3759,9277013.61
2023-06-04 02:00:00,COINBASE:ADAUSD,0.3759,0.382,0.3748,0.3775,12962824.43000001
2023-06-05 02:00:00,COINBASE:ADAUSD,0.3774,0.3792,0.347,0.3516,48095908.08
2023-06-06 02:00:00,COINBASE:ADAUSD,0.3516,0.357,0.3364,0.3531,45175234.22
