datetime,symbol,open,high,low,close,volume
2022-02-06 01:00:00,COINBASE:XLMUSD,0.213201,0.225023,0.213067,0.223926,77957863.01439855
2022-02-07 01:00:00,COINBASE:XLMUSD,0.223926,0.242083,0.219026,0.239623,149070772.0144002
2022-02-08 01:00:00,COINBASE:XLMUSD,0.239793,0.25714,0.232856,0.242394,176850860.01440474
2022-02-09 01:00:00,COINBASE:XLMUSD,0.242371,0.24403,0.2345,0.238854,106664165.0143983
2022-02-10 01:00:00,COINBASE:XLMUSD,0.238763,0.242887,0.228431,0.23172,105752618.01439853
2022-02-11 01:00:00,COINBASE:XLMUSD,0.231773,0.231773,0.213,0.215393,100638603.0143984
2022-02-12 01:00:00,COINBASE:XLMUSD,0.215367,0.224478,0.211348,0.218218,91255420.01439863
2022-02-13 01:00:00,COINBASE:XLMUSD,0.218273,0.22205,0.210243,0.210311,71171582.01439904
2022-02-14 01:00:00,COINBASE:XLMUSD,0.210337,0.214034,0.205403,0.210709,85813459.01439843
2022-02-15 01:00:00,COINBASE:XLMUSD,0.210719,0.222314,0.209437,0.221086,80024701.01439849
2022-02-16 01:00:00,COINBASE:XLMUSD,0.22112,0.221672,0.213592,0.21874,85292248.01439853
2022-02-17 01:00:00,COINBASE:XLMUSD,0.21874,0.226323,0.201118,0.202261,116340986.01439844
2022-02-18 01:00:00,COINBASE:XLMUSD,0.202428,0.208916,0.195394,0.200634,109118379.01439832
2022-02-19 01:00:00,COINBASE:XLMUSD,0.200623,0.211231,0.196464,0.204174,108718932.01439855
2022-02-20 01:00:00,COINBASE:XLMUSD,0.204256,0.205923,0.193199,0.194647,96775701.01439852
2022-02-21 01:00:00,COINBASE:XLMUSD,0.194657,0.200977,0.176064,0.17816,150753431.01439896
2022-02-22 01:00:00,COINBASE:XLMUSD,0.17816,0.187241,0.172863,0.18564,127543654.01439832
2022-02-23 01:00:00,COINBASE:XLMUSD,0.185785,0.19379,0.1815,0.181888,92623000.01439849
2022-02-24 01:00:00,COINBASE:XLMUSD,0.181888,0.18635,0.162,0.182403,211872570.01440573
2022-02-25 01:00:00,COINBASE:XLMUSD,0.182464,0.192212,0.177981,0.191142,102738771.01439844
2022-02-26 01:00:00,COINBASE:XLMUSD,0.191142,0.202143,0.1898,0.192899,77491262.01439819
2022-02-27 01:00:00,COINBASE:XLMUSD,0.192894,0.19425,0.178447,0.181008,90301494.01439826
2022-02-28 01:00:00,COINBASE:XLMUSD,0.181001,0.198333,0.177357,0.197675,127722634.0143984
2022-03-01 01:00:00,COINBASE:XLMUSD,0.197647,0.202759,0.192632,0.198927,108124473.01439834
2022-03-02 01:00:00,COINBASE:XLMUSD,0.198888,0.199475,0.191423,0.193624,81077181.01439846
