datetime,symbol,open,high,low,close,volume
2023-02-06 01:00:00,COINBASE:ETHUSD,1629.44,1658.41,1605.0,1614.5,127337.9625051
2023-02-07 01:00:00,COINBASE:ETHUSD,1614.57,1678.57,1613.26,1671.28,160326.3142596
2023-02-08 01:00:00,COINBASE:ETHUSD,1671.27,1699.66,1630.33,1650.65,160919.28668196
2023-02-09 01:00:00,COINBASE:ETHUSD,1650.65,1656.02,1524.31,1545.54,208804.37359024
2023-02-10 01:00:00,COINBASE:ETHUSD,1545.64,1554.89,1491.44,1513.04,208821.85745678
2023-02-11 01:00:00,COINBASE:ETHUSD,1513.04,1543.61,1505.05,1538.86,45695.84884336
2023-02-12 01:00:00,COINBASE:ETHUSD,1538.85,1548.2,1493.77,1515.25,63658.2777464
2023-02-13 01:00:00,COINBASE:ETHUSD,1515.24,1526.64,1462.0,1506.29,184081.98744754
2023-02-14 01:00:00,COINBASE:ETHUSD,1506.29,1569.16,1490.23,1556.67,166683.0389409
2023-02-15 01:00:00,COINBASE:ETHUSD,1556.52,1682.45,1540.85,1674.88,194454.22724882
2023-02-16 01:00:00,COINBASE:ETHUSD,1674.8,1742.5,1633.63,1637.83,265109.62279703
2023-02-17 01:00:00,COINBASE:ETHUSD,1637.88,1722.07,1630.2,1694.37,193779.10526277
2023-02-18 01:00:00,COINBASE:ETHUSD,1694.32,1713.75,1680.14,1691.82,83934.5636202
2023-02-19 01:00:00,COINBASE:ETHUSD,1691.81,1727.0,1666.67,1680.23,125069.25929165
2023-02-20 01:00:00,COINBASE:ETHUSD,1680.42,1720.02,1650.72,1703.63,128111.15414263
2023-02-21 01:00:00,COINBASE:ETHUSD,1703.62,1716.82,1636.42,1659.76,165366.23058318
2023-02-22 01:00:00,COINBASE:ETHUSD,1659.76,1667.14,1594.84,1642.95,225280.02772351
2023-02-23 01:00:00,COINBASE:ETHUSD,1642.99,1679.03,1629.3,1650.62,193711.79800745
2023-02-24 01:00:00,COINBASE:ETHUSD,1650.62,1664.65,1575.44,1607.57,220198.199975
2023-02-25 01:00:00,COINBASE:ETHUSD,1607.64,1609.05,1557.89,1594.51,101537.791246
2023-02-26 01:00:00,COINBASE:ETHUSD,1594.5,1651.6,1587.64,1641.41,102165.02620752
2023-02-27 01:00:00,COINBASE:ETHUSD,1641.34,1665.29,1608.23,1633.26,168619.95684808
2023-02-28 01:00:00,COINBASE:ETHUSD,1633.22,1647.6,1597.32,1605.4,121647.07726004
2023-03-01 01:00:00,COINBASE:ETHUSD,1605.59,1669.9,1595.0,1665.2,159957.7634787
2023-03-02 01:00:00,COINBASE:ETHUSD,1665.2,1678.14,1619.0,1647.87,142104.54557876
2023-03-03 01:00:00,COINBASE:ETHUSD,1647.82,1649.28,1547.54,1569.54,215881.09939694
2023-03-04 01:00:00,COINBASE:ETHUSD,1569.55,1577.6,1550.0,1566.72,30130.56427769
2023-03-05 01:00:00,COINBASE:ETHUSD,1566.72,1588.35,1553.5,1564.81,63988.35247481
2023-03-06 01:00:00,COINBASE:ETHUSD,1564.8,1583.19,1554.8,1565.85,110665.70266199
2023-03-07 01:00:00,COINBASE:ETHUSD,1565.82,1584.23,1535.7,1561.67,159584.17283139
2023-03-08 01:00:00,COINBASE:ETHUSD,1561.61,1570.77,1522.73,1532.17,167130.97340169
2023-03-09 01:00:00,COINBASE:ETHUSD,1532.11,1546.09,1407.0,1437.41,275519.01763011
2023-03-10 01:00:00,COINBASE:ETHUSD,1437.39,1438.7,1369.79,1432.15,378169.2201289
2023-03-11 01:00:00,COINBASE:ETHUSD,1432.15,1499.0,1416.98,1483.68,237241.39320646
2023-03-12 01:00:00,COINBASE:ETHUSD,1483.62,1612.0,1459.79,1592.31,173448.47788935
2023-03-13 01:00:00,COINBASE:ETHUSD,1592.04,1702.6,1571.0,1681.93,327008.79604186
2023-03-14 01:00:00,COINBASE:ETHUSD,1681.93,1787.74,1650.45,1704.95,396668.70615898
2023-03-15 01:00:00,COINBASE:ETHUSD,1704.9,1722.79,1613.7,1656.8,307749.31182138
2023-03-16 01:00:00,COINBASE:ETHUSD,1656.7,1696.0,1637.72,1677.24,176868.38336715
2023-03-17 01:00:00,COINBASE:ETHUSD,1677.36,1803.73,1666.16,1793.66,329141.08281765
2023-03-18 01:00:00,COINBASE:ETHUSD,1793.61,1846.0,1752.52,1763.68,235521.57569177
2023-03-19 01:00:00,COINBASE:ETHUSD,1763.88,1846.77,1762.62,1786.4,191354.71647603
2023-03-20 01:00:00,COINBASE:ETHUSD,1786.37,1809.1,1728.52,1739.42,249197.06842683
2023-03-21 01:00:00,COINBASE:ETHUSD,1739.28,1839.99,1724.37,1807.23,215769.94317511
2023-03-22 01:00:00,COINBASE:ETHUSD,1806.79,1823.8,1715.17,1739.18,196097.23997699
2023-03-23 01:00:00,COINBASE:ETHUSD,1738.99,1861.67,1733.77,1817.49,182879.51736378
2023-03-24 01:00:00,COINBASE:ETHUSD,1817.27,1822.55,1728.27,1751.93,193658.46405908
