datetime,symbol,open,high,low,close,volume
2023-07-13 02:00:00,COINBASE:XRPUSD,0.89,0.95,0.779,0.8177,54123524.59235502
2023-07-14 02:00:00,COINBASE:XRPUSD,0.8173,0.8279,0.668,0.7186,162348091.7225462
2023-07-15 02:00:00,COINBASE:XRPUSD,0.7185,0.736,0.693,0.715,48787802.08667596
2023-07-16 02:00:00,COINBASE:XRPUSD,0.7146,0.7903,0.7028,0.7475,64739565.96979297
2023-07-17 02:00:00,COINBASE:XRPUSD,0.7474,0.765,0.7131,0.7377,55109403.53513514
2023-07-18 02:00:00,COINBASE:XRPUSD,0.7377,0.7845,0.729,0.7787,58775206.44233398
2023-07-19 02:00:00,COINBASE:XRPUSD,0.7787,0.8526,0.7701,0.8201,135746303.64079404
2023-07-20 02:00:00,COINBASE:XRPUSD,0.8201,0.8498,0.7669,0.7946,94985079.4538979
2023-07-21 02:00:00,COINBASE:XRPUSD,0.7946,0.7989,0.76,0.7716,44392918.95967001
2023-07-22 02:00:00,COINBASE:XRPUSD,0.7716,0.7799,0.725,0.7329,42711287.46195702
2023-07-23 02:00:00,COINBASE:XRPUSD,0.7329,0.7522,0.7152,0.7382,32411892.77195001
2023-07-24 02:00:00,COINBASE:XRPUSD,0.7385,0.7428,0.6808,0.7022,52682587.77893606
2023-07-25 02:00:00,COINBASE:XRPUSD,0.7022,0.716,0.6746,0.7088,32431250.28844097
2023-07-26 02:00:00,COINBASE:XRPUSD,0.7091,0.7325,0.6929,0.7162,38688875.05811599
2023-07-27 02:00:00,COINBASE:XRPUSD,0.716,0.7324,0.7065,0.7136,25443734.40056098
2023-07-28 02:00:00,COINBASE:XRPUSD,0.7137,0.7191,0.7025,0.712,19997722.916808
2023-07-29 02:00:00,COINBASE:XRPUSD,0.712,0.7157,0.7042,0.7123,12121440.22136102
2023-07-30 02:00:00,COINBASE:XRPUSD,0.7122,0.7353,0.685,0.7049,19732899.78284201
2023-07-31 02:00:00,COINBASE:XRPUSD,0.7049,0.73,0.6856,0.6977,39565206.46814298
2023-08-01 02:00:00,COINBASE:XRPUSD,0.6976,0.708,0.674,0.7066,30932254.99298201
